index,country,name,full_name,symbol,currency,class,market
0,china,MSCI China Price HKD,MSCI China Price HKD,MICN00000PHK,HKD,other_indices,global_indices
1,china,MSCI China A NR USD,MSCI China A NR USD,MICNA0000NUS,USD,other_indices,global_indices
2,china,AlphaShares China All Cap,AlphaShares China All Cap,ACNAC,USD,other_indices,global_indices
3,china,AlphaShares China Technology,AlphaShares China Technology,ACNIT,USD,other_indices,global_indices
4,china,S Box China Energy TR,S-Box China Energy TR,CHIE,EUR,other_indices,global_indices
5,china,S Box China Industrial TR,S-Box China Industrials TR,CHII,EUR,other_indices,global_indices
6,china,S Box China Consumer TR,S-Box China Consumer TR,CHIQ,EUR,other_indices,global_indices
7,china,CSI Overseas China Internet USD,CSI Overseas China Internet USD,H11137,USD,other_indices,global_indices
8,china,HSCEIF 3XL,HSCEI Futures Long x3,X000,HKD,other_indices,global_indices
9,china,HSIF 4XS,HSI Futures Short x4,X00X,HKD,other_indices,global_indices
10,china,HSCEIF 4XL,HSCEI Futures Long x4,X040,HKD,other_indices,global_indices
11,china,HSIF 1XL,HSI Futures Long x1,X04V,HKD,other_indices,global_indices
12,china,HSIF 2XL,HSI Futures Long x2,X04W,HKD,other_indices,global_indices
13,china,HSIF 1XS,HSI Futures Short x1,X04X,HKD,other_indices,global_indices
14,china,HSIF 2XS,HSI Futures Short x2,X04Y,HKD,other_indices,global_indices
15,china,HSIF 3XS,HSI Futures Short x3,X04Z,HKD,other_indices,global_indices
16,china,CSI Overseas China 5y Plan USD,CSI Overseas China Five Year Plan USD,H11161,USD,other_indices,global_indices
17,china,China Securities 300 Consumer Disc,China Securities 300 Consumer Disc,CSI300CD,CNY,other_indices,global_indices
18,china,DJ China Offshore 50,DJ China Offshore 50,DJCHOS50,USD,other_indices,global_indices
19,china,CSI 300 Net TR USD,CSI 300 Net TR USD,CSIID301,USD,other_indices,global_indices
20,china,DJ Shenzhen,Dow Jones Shenzhen,DJSZ,CNY,additional_indices,global_indices
21,china,DJ Shanghai,Dow Jones Shanghai,DJSH,CNY,additional_indices,global_indices
22,china,BNY Mellon China Select ADRSM,BNY Mellon China Select ADRSM,BKTCN,USD,additional_indices,global_indices
23,china,HSCEIF 3XS,HSCEI Futures 3xShort,X0C0,HKD,other_indices,global_indices
24,china,BNY Mellon China ADR,BNY Mellon China ADR,BKCN,USD,additional_indices,global_indices
25,china,BNY Mellon China Classic ADR,BNY Mellon China Classic ADR,BKCCN,USD,additional_indices,global_indices
26,china,BNY Mellon China xià yī dài ADR,BNY Mellon China xià yī dài ADR,BKXYD,USD,additional_indices,global_indices
27,china,DJ China Offshore 50 Tot,DJ China Offshore 50 Tot,DJCOS50N,USD,other_indices,global_indices
28,china,BNY Mellon China ADR TR,BNY Mellon China ADR Total Return,BKCNT,USD,additional_indices,global_indices
29,china,BNY Mellon China Select ADR TRSM,BNY Mellon China Select ADR Total ReturnSM,BKTCNT,USD,additional_indices,global_indices
30,china,FTSE China A-H 50,FTSE China A-H 50,FTFCAH50,USD,additional_indices,global_indices
31,china,FTSE China A All Share,FTSE China A All Share,FTXI7,CNY,additional_indices,global_indices
32,china,FTSE RAFI Hong Kong/China,FTSE RAFI Hong Kong/China,FTFRHKG,USD,other_indices,global_indices
33,china,MSCI Golden Dragon,MSCI Golden Dragon,MIGD00000PUS,USD,other_indices,global_indices
34,china,MSCI Zhong Hua,MSCI Zhong Hua,MIZH00000PUS,USD,other_indices,global_indices
35,china,DJ BRIC China 15 Capped NTR,DJ BRIC China 15 Capped NTR,B50CNCDN,USD,other_indices,global_indices
36,china,BNY Mellon China Classic ADR TR,BNY Mellon China Classic ADR Total Return,BKCCNT,USD,additional_indices,global_indices
37,china,HSCEIF 1XL,HSCEI Futures 1xLong,X0CA,HKD,other_indices,global_indices
38,china,HSCEIF 2XL,HSCEI Futures 2xLong,X0CB,HKD,other_indices,global_indices
39,china,HSCEIF 1XS,HSCEI Futures 1xShort,X0CC,HKD,other_indices,global_indices
40,china,FTSE China Chemicals EUR,FTSE China Chemicals EUR,FTWICHN1350E,EUR,other_indices,global_indices
41,china,FTSE China Beverages GBP,FTSE China Beverages GBP,FTWICHN3530S,GBP,other_indices,global_indices
42,china,FTSE China Beverages JPY,FTSE China Beverages JPY,FTWICHN3530Y,JPY,other_indices,global_indices
43,china,FTSE China Beverages USD,FTSE China Beverages USD,FTWICHN3530U,USD,other_indices,global_indices
44,china,FTSE China Beverages EUR,FTSE China Beverages EUR,FTWICHN3530E,EUR,other_indices,global_indices
45,china,FTSE China Basic Materials GBP,FTSE China Basic Materials GBP,FTWICHN1000S,GBP,other_indices,global_indices
46,china,FTSE China Basic Materials JPY,FTSE China Basic Materials JPY,FTWICHN1000Y,JPY,other_indices,global_indices
47,china,FTSE China Basic Materials USD,FTSE China Basic Materials USD,FTWICHN1000U,USD,other_indices,global_indices
48,china,FTSE China Basic Materials EUR,FTSE China Basic Materials EUR,FTWICHN1000E,EUR,other_indices,global_indices
49,china,FTSE China Banks GBP,FTSE China Banks GBP,FTWICHN8350S,GBP,other_indices,global_indices
50,china,FTSE China Chemicals USD,FTSE China Chemicals USD,FTWICHN1350U,USD,other_indices,global_indices
51,china,FTSE China Banks JPY,FTSE China Banks JPY,FTWICHN8350Y,JPY,other_indices,global_indices
52,china,FTSE China Banks EUR,FTSE China Banks EUR,FTWICHN8350E,EUR,other_indices,global_indices
53,china,FTSE China Automobiles Parts GBP,FTSE China Automobiles Parts GBP,FTWICHN3350S,GBP,other_indices,global_indices
54,china,FTSE China Automobiles Parts JPY,FTSE China Automobiles Parts JPY,FTWICHN3350Y,JPY,other_indices,global_indices
55,china,FTSE China Automobiles Parts USD,FTSE China Automobiles Parts USD,FTWICHN3350U,USD,other_indices,global_indices
56,china,FTSE China Automobiles Parts EUR,FTSE China Automobiles Parts EUR,FTWICHN3350E,EUR,other_indices,global_indices
57,china,FTSE China A TR CHF,FTSE China A TR CHF,FTGPVP009SF,CHF,other_indices,global_indices
58,china,FTSE China A TR CNY,FTSE China A TR CNY,TFTGPVP009C,CNY,other_indices,global_indices
59,china,FTSE China A TR JPY,FTSE China A TR JPY,FTGPVP009Y,JPY,other_indices,global_indices
60,china,FTSE China A TR GBP,FTSE China A TR GBP,FTGPVP009S,GBP,other_indices,global_indices
61,china,FTSE China A TR EUR,FTSE China A TR EUR,FTGPVP009E,EUR,other_indices,global_indices
62,china,FTSE China Banks USD,FTSE China Banks USD,FTWICHN8350U,USD,other_indices,global_indices
63,china,FTSE China Chemicals JPY,FTSE China Chemicals JPY,FTWICHN1350Y,JPY,other_indices,global_indices
64,china,FTSE China Chemicals GBP,FTSE China Chemicals GBP,FTWICHN1350S,GBP,other_indices,global_indices
65,china,FTSE China Construction Materi EUR,FTSE China Construction Materi EUR,FTWICHN2350E,EUR,other_indices,global_indices
66,china,FTSE China Financials GBP,FTSE China Financials GBP,FTWICHN8000S,GBP,other_indices,global_indices
67,china,FTSE China Financials JPY,FTSE China Financials JPY,FTWICHN8000Y,JPY,other_indices,global_indices
68,china,FTSE China Financials USD,FTSE China Financials USD,FTWICHN8000U,USD,other_indices,global_indices
69,china,FTSE China Financials EUR,FTSE China Financials EUR,FTWICHN8000E,EUR,other_indices,global_indices
70,china,FTSE China Electronic Electric GBP,FTSE China Electronic Electric GBP,FTWICHN2730S,GBP,other_indices,global_indices
71,china,FTSE China Electronic Electric JPY,FTSE China Electronic Electric JPY,FTWICHN2730Y,JPY,other_indices,global_indices
72,china,FTSE China Electronic Electric USD,FTSE China Electronic Electric USD,FTWICHN2730U,USD,other_indices,global_indices
73,china,FTSE China Electronic Electric EUR,FTSE China Electronic Electric EUR,FTWICHN2730E,EUR,other_indices,global_indices
74,china,FTSE China Electricity GBP,FTSE China Electricity GBP,FTWICHN7530S,GBP,other_indices,global_indices
75,china,FTSE China Electricity JPY,FTSE China Electricity JPY,FTWICHN7530Y,JPY,other_indices,global_indices
76,china,FTSE China Electricity USD,FTSE China Electricity USD,FTWICHN7530U,USD,other_indices,global_indices
77,china,FTSE China Electricity EUR,FTSE China Electricity EUR,FTWICHN7530E,EUR,other_indices,global_indices
78,china,FTSE China Consumer Services GBP,FTSE China Consumer Services GBP,FTWICHN5000S,GBP,other_indices,global_indices
79,china,FTSE China Consumer Services JPY,FTSE China Consumer Services JPY,FTWICHN5000Y,JPY,other_indices,global_indices
80,china,FTSE China Consumer Services USD,FTSE China Consumer Services USD,FTWICHN5000U,USD,other_indices,global_indices
81,china,FTSE China Consumer Services EUR,FTSE China Consumer Services EUR,FTWICHN5000E,EUR,other_indices,global_indices
82,china,FTSE China Consumer Goods GBP,FTSE China Consumer Goods GBP,FTWICHN3000S,GBP,other_indices,global_indices
83,china,FTSE China Consumer Goods JPY,FTSE China Consumer Goods JPY,FTWICHN3000Y,JPY,other_indices,global_indices
84,china,FTSE China Consumer Goods USD,FTSE China Consumer Goods USD,FTWICHN3000U,USD,other_indices,global_indices
85,china,FTSE China Consumer Goods EUR,FTSE China Consumer Goods EUR,FTWICHN3000E,EUR,other_indices,global_indices
86,china,FTSE China Construction Materi GBP,FTSE China Construction Materi GBP,FTWICHN2350S,GBP,other_indices,global_indices
87,china,FTSE China Construction Materi JPY,FTSE China Construction Materi JPY,FTWICHN2350Y,JPY,other_indices,global_indices
88,china,FTSE China Construction Materi USD,FTSE China Construction Materi USD,FTWICHN2350U,USD,other_indices,global_indices
89,china,FTSE China A TR USD,FTSE China A TR USD,FTGPVP009U,USD,other_indices,global_indices
90,china,MSCI China ex Hong Kong Net USD,MSCI China ex Hong Kong Net USD,MICNH0000NUS,USD,additional_indices,global_indices
91,china,FTSE China A TR CAD,FTSE China A TR CAD,FTGPVP009C,CAD,other_indices,global_indices
92,china,FTSE China A Small Cap USD,FTSE China A Small Cap USD,FTXIN6U,USD,other_indices,global_indices
93,china,FTSE Value Stocks China A Share,FTSE Value Stocks China A Share,FTGPVP009,CNY,other_indices,global_indices
94,china,FTSE China A50 Shariah,FTSE China A50 Shariah,FTGPCSSA50,CNY,other_indices,global_indices
95,china,FTSE Emerging incl China Overseas non R/QFII GDP W,FTSE Emerging incl China Overseas non R/QFII GDP Weighted,FTGDPECO,USD,other_indices,global_indices
96,china,FTSE China Small Cap,FTSE China Small Cap,FTXI6,CNY,other_indices,global_indices
97,china,FTSE China A 400,FTSE China A 400,FTXIA400,CNY,other_indices,global_indices
98,china,FTSE China A 600,FTSE China A 600,FTXIA600,CNY,other_indices,global_indices
99,china,FTSE China A 200,FTSE China A 200,FTXIA200,CNY,other_indices,global_indices
100,china,NQ Golden Dragon China,NASDAQ Golden Dragon China,HXC,USD,other_indices,global_indices
101,china,NQ OMX China Technology,NASDAQ OMX China Technology,CHXN9000,USD,other_indices,global_indices
102,china,BNY Mellon China xia yi dai ADR TR,BNY Mellon China xia yi dai ADR Total Return,BKXYDTR,USD,other_indices,global_indices
103,china,FTSE Renaissance Hong Kong/China Top IPO,FTSE Renaissance Hong Kong/China Top IPO,FTIPOSHKT,USD,other_indices,global_indices
104,china,DJ Islam China/HK Titans 30 USD,Dow Jones Islamic Market China/Hong Kong Titans 30 USD,DJICHKU,USD,other_indices,global_indices
105,china,DJ China 88,Dow Jones China 88,DJCN,CNY,other_indices,global_indices
106,china,DJ China Broad Market,Dow Jones China Broad Market,DJCH,CNY,other_indices,global_indices
107,china,DJ BRIC China 15 EUR,Dow Jones BRIC China 15 EUR,B50CNE,EUR,other_indices,global_indices
108,china,DJ BRIC China 15 USD,Dow Jones BRIC China 15 USD,B50CND,USD,other_indices,global_indices
109,china,DJ BRIC China 15 DR USD,Dow Jones BRIC China 15 DR USD,B15CDRD,USD,other_indices,global_indices
110,china,China Securities 500,China Securities 500,CSI500,CNY,other_indices,global_indices
111,china,HSIF 4XL,HSI Futures 4x Long,X0DZ,HKD,other_indices,global_indices
112,china,HSIF 3XL,HSI Futures 3x Long,X0DY,HKD,other_indices,global_indices
113,china,HSCEIF 4XS,HSCEI Futures 4x Short,X0D0,HKD,other_indices,global_indices
114,china,HSCEIF 2XS,HSCEI Futures 2xShort,X0CD,HKD,other_indices,global_indices
115,china,DJ Islam China/HK Titans 30 HKD,Dow Jones Islamic Market China/Hong Kong Titans 30 HKD,DJICHK,HKD,other_indices,global_indices
116,china,FTSE China 50 Net Tax CAD,FTSE China 50 Net Tax CAD,TRIXIN0CN,CAD,other_indices,global_indices
117,china,FTSE China 50 TR HKD,FTSE China 50 Total Return HKD,TFTXIN0H,HKD,other_indices,global_indices
118,china,FTSE China 50 TR,FTSE China 50 Total Return,TFTXIN0U,USD,other_indices,global_indices
119,china,FTSE China A Small Cap CNY,FTSE China A Small Cap CNY,FTXIN6C,CNY,other_indices,global_indices
120,china,FTSE China A Small Cap HKD,FTSE China A Small Cap HKD,FTXIN6H,HKD,other_indices,global_indices
121,china,FTSE China A Net Tax USD,FTSE China A Net Tax USD,TFTFQCANUU,USD,other_indices,global_indices
122,china,FTSE China A All Share USD,FTSE China A All Share USD,FTXIN7U,USD,other_indices,global_indices
123,china,FTSE China A All Share CNY,FTSE China A All Share CNY,FTXIN7C,CNY,other_indices,global_indices
124,china,FTSE China A All Share HKD,FTSE China A All Share HKD,FTXIN7H,HKD,other_indices,global_indices
125,china,FTSE China A 600 USD,FTSE China A 600 USD,FTXIN4U,USD,other_indices,global_indices
126,china,FTSE China A 600 CNY,FTSE China A 600 CNY,FTXIN4C,CNY,other_indices,global_indices
127,china,FTSE China A 600 HKD,FTSE China A 600 HKD,FTXIN4H,HKD,other_indices,global_indices
128,china,FTSE China A 400 USD,FTSE China A 400 USD,FTXIN5U,USD,other_indices,global_indices
129,china,FTSE China A 400 CNY,FTSE China A 400 CNY,FTXIN5C,CNY,other_indices,global_indices
130,china,FTSE China A 400 HKD,FTSE China A 400 HKD,FTXIN5H,HKD,other_indices,global_indices
131,china,FTSE China A 200 USD,FTSE China A 200 USD,FTXIN3U,USD,other_indices,global_indices
132,china,FTSE China A 200 CNY,FTSE China A 200 CNY,FTXIN3C,CNY,other_indices,global_indices
133,china,FTSE China A 200 HKD,FTSE China A 200 HKD,FTXIN3H,HKD,other_indices,global_indices
134,china,FTSE China A50 Net CNY,FTSE China A50 Net CNY,TRIXINA50N,CNY,other_indices,global_indices
135,china,CSI All Share TR,CSI All Share Total Return,CSIH00985,CNY,other_indices,global_indices
136,china,BNY China Select ADR TR,BNY Mellon China Select ADR TR CAD,BKCNCTR,CAD,other_indices,global_indices
137,china,BNY China Select ADR TR Hedged,BNY Mellon China Select ADR TR CAD Hedged,BKCNCHTR,CAD,other_indices,global_indices
138,china,BNY China Select ADR Hedged,BNY Mellon China Select ADR CAD Hedged,BKCNCH,CAD,other_indices,global_indices
139,china,BNY China Select ADR,BNY Mellon China Select ADR CAD,BKCNC,CAD,other_indices,global_indices
140,china,MSCI Golden Dragon Net,MSCI International Golden Dragon Net Real time,MIGD00000NUS,USD,other_indices,global_indices
141,china,FTSE China A50 TR,FTSE China A50 TR,TFTXIN9C,CNY,other_indices,global_indices
142,china,FTSE China A TR AUD,FTSE China A TR AUD,FTGPVP009A,AUD,other_indices,global_indices
143,china,FTSE China 50 TR NET,FTSE China 50 TR NET,TFTGPDEU003U,USD,additional_indices,global_indices
144,china,SME-Chinext 500,SME-Chinext 500,SZSC500,CNY,other_indices,world_indices
145,china,SSE 5 year China T Note,SSE 5 year China T Note,CSI000140,CNY,bonds,global_indices
146,china,FTSE China Aerospace&Defence,FTSE China A 600 - Aerospace & Defence,FTXIN42710,CNY,other_indices,world_indices
147,china,FTSE China Altenative Energy,FTSE China A 600 - Altenative Energy,FTXIN40580,CNY,other_indices,world_indices
148,china,FTSE China Auto&Parts,FTSE China A 600 - Automobile & Parts,FTXIN43350,CNY,other_indices,world_indices
149,china,FTSE China Basic Materials,FTSE China A 600 - Basic Materials,FTXIN41000,CNY,other_indices,world_indices
150,china,FTSE China Beverages,FTSE China A 600 - Beverages,FTXIN43530,CNY,other_indices,world_indices
151,china,FTSE China Chemicals,FTSE China A 600 - Chemicals,FTXIN41350,CNY,other_indices,world_indices
152,china,SSE Enterprise Bond,SSE Enterprise Bond,SSEEBI,CNY,other_indices,world_indices
153,china,FTSE China Constr&Materials,FTSE China A 600 - Construction & Materials,FTXIN42350,CNY,other_indices,world_indices
154,china,FTSE China Consumer Svcs,FTSE China A 600 - Consumer Services,FTXIN45000,CNY,other_indices,world_indices
155,china,FTSE China E&E Equip,FTSE China A 600 - Electronic & Electrical Equipment,FTXIN42730,CNY,other_indices,world_indices
156,china,FTSE China Food&Drug Retail,FTSE China A 600 - Food & Drug Retailers,FTXIN45330,CNY,other_indices,world_indices
157,china,FTSE China Food Producers,FTSE China A 600 - Food Producers,FTXIN43570,CNY,other_indices,world_indices
158,china,FTSE China Forestry Paper,FTSE China A 600 - Forestry & Paper,FTXIN41730,CNY,other_indices,world_indices
159,china,FTSE China General Financial,FTSE China A 600 - General Financial,FTXIN48770,CNY,other_indices,world_indices
160,china,FTSE China Consumer Goods,FTSE China A 600 - Consumer Goods,FTXIN43000,CNY,other_indices,world_indices
161,china,FTSE China General Industr,FTSE China A 600 - General Industrials,FTXIN42720,CNY,other_indices,world_indices
162,china,SSE Credit Bond 100,SSE Credit Bond 100,SSECB100,CNY,other_indices,world_indices
163,china,SSE CB 30,SSE CB 30,SSECB30,CNY,other_indices,world_indices
164,china,SZSE Technology,SZSE Technology,SZTSI,CNY,primary_sectors,world_indices
165,china,SZSE Telecom,SZSE Telecom,SZTSSI,CNY,primary_sectors,world_indices
166,china,SZSE Transportation,SZSE Transportation,SZTRI,CNY,primary_sectors,world_indices
167,china,SZSE Upstream Industry,SZSE Upstream Industry,SZUII,CNY,primary_sectors,world_indices
168,china,SZSE Utilities,SZSE Utilities,SZUSI,CNY,primary_sectors,world_indices
169,china,SZSE Wholesale & Retail,SZSE Wholesale & Retail,SZWHI,CNY,primary_sectors,world_indices
170,china,SSE Convertible Bond,SSE Convertible Bond,SSECB,CNY,other_indices,world_indices
171,china,China A50,FTSE China A50,FTXIN9,CNY,additional_indices,world_indices
172,china,S&P/CITIC50,S&P/CITIC50,SPCITIC50,CNY,additional_indices,world_indices
173,china,Shanghai SE A Share,Shanghai SE A Share,SSEA,CNY,additional_indices,world_indices
174,china,SSE 100,SSE 100,SSE100I,CNY,additional_indices,world_indices
175,china,Shanghai SE Corporate Bond,Shanghai SE Corporate Bond,SSECBI,CNY,other_indices,world_indices
176,china,Shanghai SE Treasury Bond,Shanghai SE Treasury Bond,SSEBI,CNY,other_indices,world_indices
177,china,SSE 5-Year Credit Bond,SSE 5-Year Credit Bond,SSE5YCB,CNY,other_indices,world_indices
178,china,S&P/CITIC300,S&P/CITIC300,SPCITIC300,CNY,additional_indices,world_indices
179,china,FTSE China Health Care,FTSE China A 600 - Health Care,FTXIN44000,CNY,other_indices,world_indices
180,china,FTSE China Household Goods,FTSE China A 600 - Household Goods,FTXIN43720,CNY,other_indices,world_indices
181,china,FTSE China H. Goods&Textiles,FTSE China A 600 - Household Goods & Textiles,FTXIN43740,CNY,other_indices,world_indices
182,china,FTSE China,FTSE China,FTWICHNL,CNY,other_indices,world_indices
183,china,FTSE China China,FTSE China China,FTXINC,HKD,other_indices,world_indices
184,china,FTSE China H Share,FTSE China H Share,FTXINH,HKD,other_indices,world_indices
185,china,FTSE Greater China,FTSE Greater China,FTAWGCHIR,USD,other_indices,world_indices
186,china,FTSE Greater China All Cap,FTSE Greater China All Cap,FTGCLMS,USD,other_indices,world_indices
187,china,FTSE Shariah China,FTSE Shariah China,FTSWCHN,USD,other_indices,world_indices
188,china,CITIC Corp Bond,CITIC Corp Bond,CTCBI,CNY,other_indices,world_indices
189,china,FTSE Value Stocks China,FTSE Value Stocks China,FTGPVP002,HKD,other_indices,world_indices
190,china,Shanghai SE 180 Financial,Shanghai SE 180 Financial,SSE180FI,CNY,other_indices,world_indices
191,china,Shanghai SE 50,Shanghai SE 50,SSE50,CNY,other_indices,world_indices
192,china,Shanghai SE B Share,Shanghai SE B Share,SSEB,USD,other_indices,world_indices
193,china,CSI 300,Shanghai Shenzhen CSI 300,CSI300,CNY,other_indices,world_indices
194,china,SME 300 Growth Price,SME 300 Growth Price,SME300GP,CNY,other_indices,world_indices
195,china,SME 300 Value Price,SME 300 Value Price,SME300VP,CNY,other_indices,world_indices
196,china,Shanghai SE 180,Shanghai SE 180,SSE180,CNY,other_indices,world_indices
197,china,Chinext Return,Chinext Return,CHINEXTTR,CNY,other_indices,world_indices
198,china,Chinext Price,Chinext Price,CNT,CNY,other_indices,world_indices
199,china,Chinext Composite,Chinext Composite,CHINEXTC,CNY,other_indices,world_indices
200,china,FTSE China Ind. Engineering,FTSE China A 600 - Industrial Engineering,FTXIN42750,CNY,other_indices,world_indices
201,china,FTSE China Industrial Metal,FTSE China A 600 - Industrial Metal,FTXIN41750,CNY,other_indices,world_indices
202,china,FTSE China Industr Transport,FTSE China A 600 - Industrial Transportation,FTXIN42770,CNY,other_indices,world_indices
203,china,FTSE China Industrials,FTSE China A 600 - Industrials,FTXIN42000,CNY,other_indices,world_indices
204,china,FTSE China Mining,FTSE China A 600 - Mining,FTXIN41770,CNY,other_indices,world_indices
205,china,FTSE China Oil&Gas,FTSE China A 600 - Oil & Gas,FTXIN40001,CNY,other_indices,world_indices
206,china,FTSE China Oil&Gas Producers,FTSE China A 600 - Oil & Gas Producers,FTXIN40530,CNY,other_indices,world_indices
207,china,FTSE China Personal Goods,FTSE China A 600 - Personal Goods,FTXIN43760,CNY,other_indices,world_indices
208,china,FTSE China Pharma&Biotech,FTSE China A 600 - Pharmaceuticals & Biotechnology,FTXIN44570,CNY,other_indices,world_indices
209,china,FTSE China Support Svcs,FTSE China A 600 - Support Services,FTXIN42790,CNY,other_indices,world_indices
210,china,SSE Consumer Commodity,SSE Consumer Commodity,SSECC,CNY,other_indices,world_indices
211,china,SSE Corporate Governance,SSE Corporate Governance,SSECGI,CNY,other_indices,world_indices
212,china,SSE Investment Commodity,SSE Investment Commodity,SSEIC,CNY,other_indices,world_indices
213,china,Chinext 300 Growth,Chinext 300 Growth,SZCH300G,CNY,other_indices,world_indices
214,china,Chinext 300 Value,Chinext 300 Value,SZCH300V,CNY,other_indices,world_indices
215,china,SZSE Responsibility Price,SZSE Responsibility Price,SZSRIP,CNY,primary_sectors,world_indices
216,china,SZSE Research & Development,SZSE Research & Development,SZRDI,CNY,primary_sectors,world_indices
217,china,SZSE Real Estate,SZSE Real Estate,SZREI,CNY,primary_sectors,world_indices
218,china,SZSE Performance,SZSE Performance,SZPI,CNY,primary_sectors,world_indices
219,china,FTSE China Travel&Leisure,FTSE China A 600 - Travel & Leisure,FTXIN45750,CNY,primary_sectors,world_indices
220,china,FTSE China Utilities,FTSE China A 600 - Utilities,FTXIN47000,CNY,primary_sectors,world_indices
221,china,FTSE China BlueChip Value 100,FTSE China Blue Chip Value 100,FTXINBV,CNY,primary_sectors,world_indices
